process,temp,supply,control,I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,vdiff_max,Oscillation Status,freq (GHZ)
ff,125,1.1,1.4,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.539886,True,2.651828e+00
fs,27,1.1,1.4,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.630941,True,2.648159e+00
sf,-40,0.9,1.4,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.976086e-11,False,-
sf,125,1.0,1.4,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.538032,True,2.623608e+00
tt,-40,1.0,1.4,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.6562,True,2.682266e+00
tt,27,0.9,1.4,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.526179,True,2.694064e+00
ff,27,0.9,1.4,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.511425,True,2.718751e+00
ff,27,1.0,1.4,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.587854,True,2.688010e+00
sf,-40,1.1,1.4,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.740181,True,2.664785e+00
ff,-40,1.1,1.4,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.700961,True,2.689725e+00
sf,27,1.0,1.4,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.624781,True,2.661306e+00
ss,-40,1.1,1.4,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.735748,True,2.634054e+00
tt,-40,1.1,1.4,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.712117,True,2.661605e+00
ff,-40,1.0,1.4,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.642041,True,2.709465e+00
ff,27,1.1,1.4,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.634886,True,2.672986e+00
sf,27,1.1,1.4,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.670583,True,2.643162e+00
ss,27,1.0,1.4,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.623355,True,2.635110e+00
sf,-40,1.0,1.4,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.689344,True,2.688541e+00
ss,-40,1.0,1.4,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.684726,True,2.656730e+00
ff,-40,0.9,1.4,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.550078,True,2.748394e+00
ff,125,0.9,1.4,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.448272,True,2.684271e+00
ss,125,1.0,1.4,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.539577,True,2.602900e+00
sf,125,0.9,1.4,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.477851,True,2.650362e+00
fs,27,1.1,1.5,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.633008,True,2.649669e+00
sf,-40,1.1,1.5,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.742776,True,2.667063e+00
ff,-40,1.1,1.5,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.702853,True,2.691744e+00
tt,-40,1.0,1.5,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.657058,True,2.683289e+00
fs,-40,1.0,1.5,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.640366,True,2.677334e+00
ff,27,1.0,1.5,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.589807,True,2.690683e+00
sf,-40,0.9,1.5,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.880285e-11,False,-
ss,-40,0.9,1.5,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.558387e-11,False,-
fs,27,1.0,1.5,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.588949,True,2.663310e+00
ff,-40,0.9,1.5,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.55033,True,2.748805e+00
sf,27,0.9,1.5,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.546667,True,2.701977e+00
ss,-40,1.1,1.5,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.73738,True,2.635371e+00
tt,125,0.9,1.5,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.464832,True,2.655444e+00
tt,27,1.1,1.5,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.647468,True,2.647551e+00
ff,27,0.9,1.5,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.51223,True,2.720305e+00
ss,125,1.1,1.5,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.577332,True,2.593669e+00
fs,27,0.9,1.5,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.516401,True,2.690098e+00
tt,27,1.0,1.5,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.602731,True,2.662690e+00
ss,125,0.9,1.5,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.481752,True,2.628274e+00
fs,-40,1.1,1.5,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.695456,True,2.659879e+00
fs,-40,0.9,1.5,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.552244,True,2.713018e+00
ss,27,1.0,1.5,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.625166,True,2.636908e+00
fs,125,1.1,1.5,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.541333,True,2.637052e+00
ss,-40,1.0,1.5,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.685185,True,2.657872e+00
ff,125,1.0,1.5,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.506103,True,2.668221e+00
ss,27,1.1,1.5,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.670343,True,2.620673e+00
fs,125,1.0,1.5,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.505906,True,2.646821e+00
tt,27,0.9,1.5,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.526569,True,2.695360e+00
tt,125,1.1,1.5,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.55572,True,2.623259e+00
sf,-40,1.0,1.5,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.691364,True,2.690136e+00
tt,-40,0.9,1.5,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.566657,True,2.725736e+00
sf,27,1.1,1.5,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.674459,True,2.646692e+00
tt,125,1.0,1.5,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.520255,True,2.634841e+00
ff,27,1.1,1.5,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.638039,True,2.675106e+00
tt,-40,1.1,1.5,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.713689,True,2.662993e+00
sf,125,1.0,1.5,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.542219,True,2.628125e+00
ss,27,0.9,1.5,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.545857,True,2.672856e+00
sf,125,0.9,1.5,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.480218,True,2.653291e+00
ff,-40,1.0,1.5,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.642916,True,2.710624e+00
ff,125,1.1,1.5,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.544763,True,2.656090e+00
fs,125,0.9,1.5,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.454062,True,2.662599e+00
ss,125,1.0,1.5,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.542522,True,2.605668e+00
sf,27,1.0,1.5,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.62716,True,2.664129e+00
ff,125,0.9,1.5,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.450318,True,2.687492e+00
sf,125,1.1,1.5,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.577465,True,2.615444e+00
ss,-40,1.1,1.6,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.738124,True,2.636272e+00
ss,-40,1.0,1.6,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.686275,True,2.658653e+00
ss,27,0.9,1.6,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.546339,True,2.673176e+00
tt,27,1.0,1.6,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.603632,True,2.663684e+00
tt,27,1.1,1.6,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.648777,True,2.648178e+00
ss,27,1.0,1.6,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.625871,True,2.637890e+00
ff,27,0.9,1.6,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.512656,True,2.720961e+00
sf,27,1.0,1.6,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.628399,True,2.665117e+00
ff,-40,1.0,1.6,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.643459,True,2.711261e+00
sf,27,1.1,1.6,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.676305,True,2.648144e+00
ff,-40,0.9,1.6,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.550644,True,2.749176e+00
sf,125,0.9,1.6,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.481511,True,2.655171e+00
fs,125,1.1,1.6,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.543214,True,2.638797e+00
sf,125,1.0,1.6,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.544557,True,2.630617e+00
ss,125,1.0,1.6,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.544127,True,2.607020e+00
fs,125,1.0,1.6,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.507327,True,2.648277e+00
tt,125,0.9,1.6,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.46582,True,2.656982e+00
sf,125,1.1,1.6,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.580514,True,2.618378e+00
fs,125,0.9,1.6,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.454875,True,2.663975e+00
fs,-40,0.9,1.6,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.551023,True,2.713731e+00
fs,27,1.1,1.6,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.634061,True,2.650940e+00
fs,-40,1.0,1.6,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.640702,True,2.677614e+00
fs,27,1.0,1.6,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.589648,True,2.664541e+00
ss,125,1.1,1.6,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.579507,True,2.596407e+00
fs,27,0.9,1.6,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.516723,True,2.690725e+00
fs,-40,1.1,1.6,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.696049,True,2.660702e+00
tt,-40,0.9,1.6,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.567962,True,2.726087e+00
ff,-40,1.1,1.6,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.703664,True,2.692127e+00
tt,27,0.9,1.6,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.527261,True,2.696010e+00
tt,125,1.0,1.6,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.522023,True,2.636654e+00
tt,-40,1.1,1.6,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.714426,True,2.663229e+00
ss,27,1.1,1.6,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.671606,True,2.621669e+00
ff,125,1.0,1.6,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.5081,True,2.670254e+00
sf,-40,0.9,1.6,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,5.555278e-11,False,-
tt,-40,1.0,1.6,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.657359,True,2.683711e+00
ff,125,0.9,1.6,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.451426,True,2.688811e+00
tt,125,1.1,1.6,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.558054,True,2.625300e+00
ff,125,1.1,1.6,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.547478,True,2.658247e+00
ff,27,1.1,1.6,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.639548,True,2.675858e+00
ss,-40,0.9,1.6,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.509637e-11,False,-
ff,27,1.0,1.6,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.590808,True,2.691547e+00
sf,-40,1.1,1.6,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.743869,True,2.668321e+00
sf,27,0.9,1.6,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.544001,True,2.702875e+00
ss,125,0.9,1.6,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.482636,True,2.629707e+00
sf,-40,1.0,1.6,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.691084,True,2.691166e+00
ss,125,1.1,1.7,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.580743,True,2.597243e+00
ss,125,0.9,1.7,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.483137,True,2.630556e+00
ss,27,1.1,1.7,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.672283,True,2.622346e+00
tt,-40,0.9,1.7,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.56928,True,2.726714e+00
ss,125,1.0,1.7,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.545042,True,2.608625e+00
tt,-40,1.0,1.7,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.657819,True,2.684506e+00
ss,27,1.0,1.7,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.626299,True,2.638323e+00
tt,-40,1.1,1.7,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.714913,True,2.663852e+00
fs,-40,1.1,1.7,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.696431,True,2.660782e+00
sf,125,1.1,1.7,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.582203,True,2.620037e+00
ff,-40,1.0,1.7,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.643728,True,2.711753e+00
fs,125,1.0,1.7,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.508127,True,2.648967e+00
ff,125,0.9,1.7,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.452035,True,2.690251e+00
sf,-40,0.9,1.7,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.152878e-10,False,-
ff,27,1.1,1.7,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.640346,True,2.677180e+00
sf,-40,1.0,1.7,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.691916,True,2.691576e+00
sf,125,1.0,1.7,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.545848,True,2.632060e+00
fs,125,1.1,1.7,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.544274,True,2.639767e+00
ff,27,1.0,1.7,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.591279,True,2.692072e+00
sf,-40,1.1,1.7,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.744385,True,2.668410e+00
tt,27,0.9,1.7,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.52668,True,2.696701e+00
ff,27,0.9,1.7,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.512891,True,2.721068e+00
sf,27,0.9,1.7,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.547494,True,2.703456e+00
sf,125,0.9,1.7,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.482216,True,2.656881e+00
ff,-40,0.9,1.7,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.550067,True,2.750326e+00
ff,-40,1.1,1.7,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.704104,True,2.692613e+00
sf,27,1.0,1.7,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.629155,True,2.666304e+00
ff,125,1.0,1.7,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.509199,True,2.671216e+00
tt,125,1.1,1.7,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.559351,True,2.626550e+00
sf,27,1.1,1.7,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.677212,True,2.649179e+00
fs,125,0.9,1.7,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.455324,True,2.664931e+00
fs,27,1.0,1.7,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.590061,True,2.665062e+00
ff,125,1.1,1.7,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.548975,True,2.659277e+00
ss,-40,1.1,1.7,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.738617,True,2.636741e+00
ss,-40,1.0,1.7,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.686035,True,2.658738e+00
tt,125,0.9,1.7,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.466366,True,2.657807e+00
tt,27,1.0,1.7,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.604102,True,2.664896e+00
fs,-40,1.0,1.7,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.641074,True,2.678109e+00
ss,27,0.9,1.7,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.546853,True,2.673613e+00
fs,27,1.1,1.7,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.634654,True,2.651349e+00
ss,-40,0.9,1.7,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.035361e-11,False,-
fs,27,0.9,1.7,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.51693,True,2.690796e+00
tt,125,1.0,1.7,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.522994,True,2.637689e+00
fs,-40,0.9,1.7,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.551248,True,2.714048e+00
tt,27,1.1,1.7,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.649469,True,2.649387e+00
fs,27,0.9,1.8,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.517047,True,2.691539e+00
tt,-40,0.9,1.8,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.569246,True,2.726751e+00
sf,27,1.1,1.8,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.677746,True,2.649768e+00
ff,-40,0.9,1.8,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.551028,True,2.750227e+00
fs,125,1.1,1.8,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.544883,True,2.640302e+00
fs,-40,1.0,1.8,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.641276,True,2.678594e+00
fs,27,1.0,1.8,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.59032,True,2.664910e+00
fs,-40,0.9,1.8,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.552647,True,2.714529e+00
sf,125,1.0,1.8,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.546553,True,2.632900e+00
ss,125,1.0,1.8,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.545551,True,2.609213e+00
fs,125,1.0,1.8,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.508589,True,2.650002e+00
fs,27,1.1,1.8,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.635005,True,2.651850e+00
sf,125,1.1,1.8,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.583126,True,2.620919e+00
fs,125,0.9,1.8,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.455588,True,2.664888e+00
sf,125,0.9,1.8,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.482611,True,2.657537e+00
tt,27,0.9,1.8,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.527805,True,2.696898e+00
ff,27,0.9,1.8,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.51305,True,2.721424e+00
sf,27,1.0,1.8,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.629333,True,2.666804e+00
ss,27,0.9,1.8,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.545427,True,2.674254e+00
tt,27,1.0,1.8,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.604384,True,2.665023e+00
ss,-40,1.1,1.8,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.738859,True,2.637083e+00
ss,27,1.0,1.8,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.626677,True,2.638936e+00
tt,27,1.1,1.8,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.649862,True,2.649769e+00
ss,-40,1.0,1.8,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.687529,True,2.659451e+00
tt,125,0.9,1.8,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.466681,True,2.659094e+00
ss,-40,0.9,1.8,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,9.838019e-12,False,-
tt,-40,1.1,1.8,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.715136,True,2.664760e+00
tt,125,1.0,1.8,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.523547,True,2.638440e+00
ff,125,1.1,1.8,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.54981,True,2.660077e+00
tt,125,1.1,1.8,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.560083,True,2.627243e+00
ff,125,1.0,1.8,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.509815,True,2.671273e+00
ff,125,0.9,1.8,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.452381,True,2.690665e+00
ss,27,1.1,1.8,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.672692,True,2.622797e+00
sf,-40,0.9,1.8,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,3.778933e-11,False,-
fs,-40,1.1,1.8,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.696732,True,2.661692e+00
ff,27,1.1,1.8,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.640794,True,2.677084e+00
tt,-40,1.0,1.8,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.65788,True,2.684387e+00
sf,-40,1.0,1.8,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.691297,True,2.691876e+00
ff,27,1.0,1.8,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.591602,True,2.692309e+00
sf,-40,1.1,1.8,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.744738,True,2.668747e+00
sf,27,0.9,1.8,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.547277,True,2.703807e+00
ss,125,0.9,1.8,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.483414,True,2.631088e+00
ff,-40,1.1,1.8,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.704402,True,2.693328e+00
ff,-40,1.0,1.8,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.64385,True,2.712214e+00
ss,125,1.1,1.8,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.581434,True,2.597754e+00
